Hostname,URL,Title,Visit Time,Visit Count,Visited From,Visit Type,Web Browser,User Profile,Browser Profile,URL Length,Typed Count
INBANL-PC0EAQF5,file:///C:/Users/dharanidharanss/Desktop/managedendpointsecurityservices2.gif,,10/9/2017 10:33,5,,,Internet Explorer 10/11 / Edge,dharanidharanss,,70,
INBANL-PC0EAQF5,file:///C:/Users/dharanidharanss/Desktop/Miscellaneous/CV_Vignesh_Balakrishnan.docx,,10/2/2017 10:25,24,,,Internet Explorer 10/11 / Edge,dharanidharanss,,76,
INBANL-PC0EAQF5,file:///C:/Users/dharanidharanss/Desktop/Miscellaneous/CV_Vignesh_Balakrishnan.pdf,,10/4/2017 23:28,14,,,Internet Explorer 10/11 / Edge,dharanidharanss,,75,
INBANL-PC0EAQF5,file:///C:/Users/dharanidharanss/Desktop/My_Ideas.xlsx,,10/7/2017 17:04,12,,,Internet Explorer 10/11 / Edge,dharanidharanss,,47,
INBANL-PC0EAQF5,file:///C:/Users/dharanidharanss/Desktop/new_location.csv,,10/2/2017 20:51,4,,,Internet Explorer 10/11 / Edge,dharanidharanss,,50,
INBANL-PC0EAQF5,file:///C:/Users/dharanidharanss/Desktop/recentfilesview.zip,,10/10/2017 9:45,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,53,
INBANL-PC0EAQF5,file:///C:/Users/dharanidharanss/Desktop/Resume.docx,,10/3/2017 13:33,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,45,
INBANL-PC0EAQF5,file:///C:/Users/dharanidharanss/Desktop/Siofra-Research-Tool-Cybereason.pdf,,10/4/2017 15:13,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,69,
INBANL-PC0EAQF5,file:///C:/Users/dharanidharanss/Desktop/us-15-Metcalf-Red-Vs-Blue-Modern-Active-Directory-Attacks-Detection-And-Protection-wp.pdf,,10/2/2017 10:27,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,123,
INBANL-PC0EAQF5,file:///C:/Users/dharanidharanss/Desktop/WFA.zip,,10/10/2017 10:57,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,41,
INBANL-PC0EAQF5,file:///C:/Users/dharanidharanss/Downloads/EDR.pptx,,10/4/2017 16:24,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,44,
INBANL-PC0EAQF5,file:///C:/Users/dharanidharanss/Downloads/processlist_INBANL-PC0EX5K3.csv,,10/9/2017 11:48,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,67,
INBANL-PC0EAQF5,file:///C:/Users/dharanidharanss/Downloads/Rec%2010-09-17/Rec%2010-09-17.avi,,10/10/2017 9:27,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,69,
INBANL-PC0EAQF5,file:///C:/Users/dharanidharanss/Downloads/wft_v3.0.01_nc.zip,,10/10/2017 10:56,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,54,
INBANL-PC0EAQF5,file:///C:/Users/dharanidharanss/Evidence_INBANL-PC0EX5K3/environmentvariables_INBANL-PC0EX5K3_dharanidharanss.txt,,10/10/2017 12:24,2,,,Internet Explorer 10/11 / Edge,dharanidharanss,,100,
INBANL-PC0EAQF5,file:///C:/Users/dharanidharanss/Evidence_INBANL-PC0EX5K3/Lateral_Movement_Logs/RDP_Connections_from_dharanidharanss_profile.txt,,10/6/2017 15:50,6,,,Internet Explorer 10/11 / Edge,dharanidharanss,,114,
INBANL-PC0EAQF5,file:///C:/Users/dharanidharanss/Evidence_INBANL-PC0EX5K3/Lateral_Movement_Logs/RUN_Keys_Typed_by_dharanidharanss.txt,,10/10/2017 12:24,3,,,Internet Explorer 10/11 / Edge,dharanidharanss,,103,
INBANL-PC0EAQF5,file:///C:/Users/dharanidharanss/Evidence_INBANL-PC0EX5K3/Malware_Persistence_Location/Persistence_Location_ImageFileExecution.txt,,10/6/2017 15:47,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,123,
INBANL-PC0EAQF5,file:///C:/Users/dharanidharanss/Evidence_INBANL-PC0EX5K3/Malware_Persistence_Location/Persistence_Location_InstalledServices.txt,,10/6/2017 15:46,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,122,
INBANL-PC0EAQF5,file:///C:/Users/dharanidharanss/Evidence_INBANL-PC0EX5K3/Malware_Persistence_Location/Persistence_Location_Run.txt,,10/6/2017 15:51,3,,,Internet Explorer 10/11 / Edge,dharanidharanss,,108,
INBANL-PC0EAQF5,file:///C:/Users/dharanidharanss/Evidence_INBANL-PC0EX5K3/Malware_Persistence_Location/Persistence_Location_RunOnce.txt,,10/6/2017 15:46,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,112,
INBANL-PC0EAQF5,file:///C:/Users/dharanidharanss/Evidence_INBANL-PC0EX5K3/processlist_INBANL-PC0EX5K3.csv,,10/10/2017 11:42,10,,,Internet Explorer 10/11 / Edge,dharanidharanss,,82,
INBANL-PC0EAQF5,file:///C:/Users/dharanidharanss/Evidence_INBANL-PC0EX5K3/services_INBANL-PC0EX5K3.csv,,10/10/2017 11:38,3,,,Internet Explorer 10/11 / Edge,dharanidharanss,,79,
INBANL-PC0EAQF5,file:///C:/Users/dharanidharanss/Evidence_INBANL-PC0EX5K3/Software_list_INBANL-PC0EX5K3.txt,,10/6/2017 15:57,2,,,Internet Explorer 10/11 / Edge,dharanidharanss,,84,
INBANL-PC0EAQF5,file:///C:/Users/dharanidharanss/installed.csv,,10/6/2017 17:13,3,,,Internet Explorer 10/11 / Edge,dharanidharanss,,39,
INBANL-PC0EAQF5,file:///C:/Users/dharanidharanss/output.csv,,10/9/2017 12:58,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,36,
INBANL-PC0EAQF5,file:///C:/Users/dharanidharanss/redline,,10/10/2017 10:22,2,,,Internet Explorer 10/11 / Edge,dharanidharanss,,33,
INBANL-PC0EAQF5,file:///C:/Users/dharanidharanss/redline/Readme.txt,,10/10/2017 10:25,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,44,
INBANL-PC0EAQF5,http://4718857.fls.doubleclick.net/activityi;src=4718857;type=knowl0;cat=;ord=8072255735477.061?,,10/8/2017 11:16,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,96,
INBANL-PC0EAQF5,http://bit.ly/2xUlwPy,,10/6/2017 16:49,5,,,Internet Explorer 10/11 / Edge,dharanidharanss,,21,
INBANL-PC0EAQF5,http://blogs.gartner.com/avivah-litan/2017/03/15/morphing-edr-market-grows-to-1-5-billion-in-2020/,,10/9/2017 10:36,2,,,Internet Explorer 10/11 / Edge,dharanidharanss,,98,
INBANL-PC0EAQF5,http://blogs.gartner.com/avivah-litan/2017/03/15/morphing-edr-market-grows-to-1-5-billion-in-2020/,,10/8/2017 11:17,1285,,,Internet Explorer 10/11 / Edge,dharanidharanss,,98,
INBANL-PC0EAQF5,http://platform.twitter.com/widgets/tweet_button.b7974b8ae7c1ae9cc22c4e8064c094ca.en.html,,10/9/2017 10:36,2,,,Internet Explorer 10/11 / Edge,dharanidharanss,,89,
INBANL-PC0EAQF5,http://staticxx.facebook.com/connect/xd_arbiter/r/Z2duorNoYeF.js?version=42,,10/9/2017 10:36,3,,,Internet Explorer 10/11 / Edge,dharanidharanss,,75,
INBANL-PC0EAQF5,http://www.microsoft.com/,,10/4/2017 17:08,4,,,Internet Explorer 10/11 / Edge,dharanidharanss,,25,
INBANL-PC0EAQF5,http://www.microsoft.com/,,10/4/2017 17:08,15,,,Internet Explorer 10/11 / Edge,dharanidharanss,,25,
INBANL-PC0EAQF5,http://www.prnewswire.com/news-releases/endpoint-detection-and-response-edr-market-to-grow-at-a-cagr-of-25-by-2021-increasing-instances-of-enterprise-endpoint-targeted-attacks---research-and-markets-300405030.html,,10/8/2017 11:16,107,,,Internet Explorer 10/11 / Edge,dharanidharanss,,213,
INBANL-PC0EAQF5,http://www.prnewswire.com/news-releases/endpoint-detection-and-response-edr-market-to-grow-at-a-cagr-of-25-by-2021-increasing-instances-of-enterprise-endpoint-targeted-attacks---research-and-markets-300405030.html,,10/8/2017 11:17,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,213,
INBANL-PC0EAQF5,https://a3698060313.cdn.optimizely.com/client_storage/a3698060313.html,,10/4/2017 17:08,11,,,Internet Explorer 10/11 / Edge,dharanidharanss,,70,
INBANL-PC0EAQF5,https://accounts.google.com/o/oauth2/postmessageRelay?parent=http%3A%2F%2Fblogs.gartner.com&jsh=m%3B%2F_%2Fscs%2Fapps-static%2F_%2Fjs%2Fk%3Doz.gapi.en_GB.ZyCrM45uDls.O%2Fm%3D__features__%2Fam%3DAQ%2Frt%3Dj%2Fd%3D1%2Frs%3DAGLTcCM5zhqPN3lxsxIfpNwhmuJrHsERNw,,10/9/2017 10:36,2,,,Internet Explorer 10/11 / Edge,dharanidharanss,,255,
INBANL-PC0EAQF5,https://accounts.google.com/o/oauth2/postmessageRelay?parent=https%3A%2F%2Fdocs.google.com&jsh=m%3B%2F_%2Fscs%2Fabc-static%2F_%2Fjs%2Fk%3Dgapi.gapi.en.ZPSwvoEq44A.O%2Fm%3D__features__%2Fam%3DAAg%2Frt%3Dj%2Fd%3D1%2Frs%3DAHpOoo8-JL5R4cxPdwFdZ0Yu3_ek27rKCQ,,10/8/2017 8:50,3,,,Internet Explorer 10/11 / Edge,dharanidharanss,,253,
INBANL-PC0EAQF5,https://accounts.google.com/o/oauth2/postmessageRelay?parent=https%3A%2F%2Fdrive.google.com&jsh=m%3B%2F_%2Fscs%2Fabc-static%2F_%2Fjs%2Fk%3Dgapi.gapi.en.ZPSwvoEq44A.O%2Fm%3D__features__%2Fam%3DAAg%2Frt%3Dj%2Fd%3D1%2Frs%3DAHpOoo8-JL5R4cxPdwFdZ0Yu3_ek27rKCQ,,10/10/2017 9:26,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,254,
INBANL-PC0EAQF5,https://apis.google.com/se/0/_/+1/fastbutton?usegapi=1&size=medium&origin=http%3A%2F%2Fblogs.gartner.com&url=http%3A%2F%2Fblogs.gartner.com%2Favivah-litan%2F2017%2F03%2F15%2Fmorphing-edr-market-grows-to-1-5-billion-in-2020%2F&gsrc=3p&ic=1&jsh=m%3B%2F_%2Fscs%2Fapps-static%2F_%2Fjs%2Fk%3Doz.gapi.en_GB.ZyCrM45uDls.O%2Fm%3D__features__%2Fam%3DAQ%2Frt%3Dj%2Fd%3D1%2Frs%3DAGLTcCM5zhqPN3lxsxIfpNwhmuJrHsERNw,,10/9/2017 10:36,2,,,Internet Explorer 10/11 / Edge,dharanidharanss,,402,
INBANL-PC0EAQF5,https://app2.clarizen.com/Clarizen/Pages/Service/Login.aspx?ReturnUrl=%2fClarizen%2fObjectDetails%2fIndex%2f8.8230183745.23734337%2f,,10/3/2017 13:09,7,,,Internet Explorer 10/11 / Edge,dharanidharanss,,132,
INBANL-PC0EAQF5,https://app2.clarizen.com/Clarizen/Pages/Service/Login.aspx?ReturnUrl=%2fClarizen%2fObjectDetails%2fIndex%2f8.8230183745.23734337%2f,,10/3/2017 13:09,1484,,,Internet Explorer 10/11 / Edge,dharanidharanss,,132,
INBANL-PC0EAQF5,https://audio-usability.cdn.getgo.com/2.0/index.html?epver=8.13.7713&product=g2m&locale=en,,10/6/2017 1:00,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,90,
INBANL-PC0EAQF5,https://authentication.citrixonline.com/oob?code=eyJraWQiOiJvYXV0aHYyLmxtaS5jb20uMDIxOSIsImFsZyI6IlJTNTEyIn0.eyJzdWIiOiI5MjIxMTQ1OTAzODA3Njc0MzczIiwiYXVkIjoiN2RjOTlkOTctMTY5NS00MjhlLWJiOTItZjhhOGJkMzEzYzRjIiwiZW1sIjoidmlnbmVzaC5iYWxha3Jpc2huYW5AbG9nbWVpbi5jb20iLCJpc3MiOiJ1cm46Y2l0cml4Lm9hdXRoOmNvZGUiLCJleHAiOjE1MDcwMzk3MzgsInVyaSI6InVybjppZXRmOndnOm9hdXRoOjIuMDpvb2IiLCJpYXQiOjE1MDcwMzkxMzgsImp0aSI6IjI2ODYwMDVjLWE3ZDQtNGIyMy1hYmUyLTIxMWYxZTFhMzlmMyIsImxvYSI6Mn0.WdbjdmcVnwnaKiFQbrUYaq0SWsIYhyYmmbNaptd4gu_AoEO0rWvpxzih8qFFhTj9dVwc-9qR4bWtwq2U3-IaYzrNLu7S4mbBeuSnq7GCOVKz6iurNir4YQMk5WpLnQO7Vy-BYbnWl8kXU5Qljfi1TWweGk48Os92X-afPGVxjkm8simCuWbITSoCBZYwYOVjeASDwExlJYNBZj2RSf-CajtyKiBJDGc5aUeAZrEF-rovRTWeFS0Lsc-66WRMOr5t302aUZ10aRWS57FPDtoA1nxjeMgNzWdxKV2hFYDn-JykYS_OnqORDbW2O-lakEhTxa74a68Nqos7_V1rNyiKNw&state=DC8D0B63-AF31-4DAB-A028-D3FB227BE013,,10/3/2017 19:28,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,850,
INBANL-PC0EAQF5,https://authentication.citrixonline.com/oob?code=eyJraWQiOiJvYXV0aHYyLmxtaS5jb20uMDIxOSIsImFsZyI6IlJTNTEyIn0.eyJzdWIiOiI5MjIxMTQ1OTAzODA3Njc0MzczIiwiYXVkIjoiN2RjOTlkOTctMTY5NS00MjhlLWJiOTItZjhhOGJkMzEzYzRjIiwiZW1sIjoidmlnbmVzaC5iYWxha3Jpc2huYW5AbG9nbWVpbi5jb20iLCJpc3MiOiJ1cm46Y2l0cml4Lm9hdXRoOmNvZGUiLCJleHAiOjE1MDY5NTM2OTYsInVyaSI6InVybjppZXRmOndnOm9hdXRoOjIuMDpvb2IiLCJpYXQiOjE1MDY5NTMwOTYsImp0aSI6IjM1NmFjZWVmLTMyYjAtNDg3Ny1iYzg5LWE3Yzk2ZmNhZGVmMyIsImxvYSI6Mn0.i4I_aHqehyZmaD19MMa10nEPrxHn8X70IPD4V0SSi-MHpFd9NySNMRqNauUQn2-YV5hHBznJLW43CnJHmOVmVwBJdHgxsgtxxVTMdEyu1nGcVwGNDxGmuPyfDaE5hT7pJfytJk3mYxMPCYU3O4ZnCZaxQKVsqcWfJ0aKCHIB9ipILEDCu_wHn8d6Ehzr2hPFaQ_-Jb6NXgpR9718pFMYcqpsZrWXN0koJkHXtu1ItReFyuvVS68E8QbMwVwtYDov4eHa3HkmZ2mw3NihgVa1I-GKHC0v0hD5d5gpyPE9b5L55Js9R3HoJN_YkQXDk1UZC8KeyJtHOzgTsJy9DRdZ_Q&state=9FF2478A-BE54-4B60-9CD1-F42387AE585F,,10/2/2017 19:34,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,850,
INBANL-PC0EAQF5,https://authentication.logmeininc.com/login?service=https%3A%2F%2Fauthentication.citrixonline.com%2Foauth%2Fauthorize%3Fresponse_type%3Dtoken%26client_id%3Da3f8c466-be7b-4e6c-b539-c688fa06afb7%26redirect_uri%3Dhttps%253A%252F%252Fmessenger.gotomeeting.com%252F%26scope%3Dsocial-graph%26login_theme%3Dg2m&theme=g2m,,10/9/2017 9:56,2,,,Internet Explorer 10/11 / Edge,dharanidharanss,,313,
INBANL-PC0EAQF5,https://authentication.logmeininc.com/login?service=https%3A%2F%2Fauthentication.citrixonline.com%2Foauth%2Fauthorize%3Fresponse_type%3Dtoken%26client_id%3Da3f8c466-be7b-4e6c-b539-c688fa06afb7%26redirect_uri%3Dhttps%253A%252F%252Fmessenger.gotomeeting.com%252F%26scope%3Dsocial-graph%26login_theme%3Dg2m&theme=g2m,,10/9/2017 9:56,17,,,Internet Explorer 10/11 / Edge,dharanidharanss,,313,
INBANL-PC0EAQF5,https://c1.microsoft.com/c.gif?DI=4050&did=1&t=,,10/9/2017 12:40,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,47,
INBANL-PC0EAQF5,https://clients6.google.com/static/proxy.html?usegapi=1&jsh=m%3B%2F_%2Fscs%2Fabc-static%2F_%2Fjs%2Fk%3Dgapi.gapi.en.ZPSwvoEq44A.O%2Fm%3D__features__%2Fam%3DAAg%2Frt%3Dj%2Fd%3D1%2Frs%3DAHpOoo8-JL5R4cxPdwFdZ0Yu3_ek27rKCQ,,10/10/2017 9:26,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,218,
INBANL-PC0EAQF5,https://confluence.ops.expertcity.com/display/COT/Upgrading+NetScaler+License,,10/6/2017 23:11,8,,,Internet Explorer 10/11 / Edge,dharanidharanss,,77,
INBANL-PC0EAQF5,https://docs.google.com/sharing/init?id=1mT0qwpxLjNIi2lC8VpPZF4-Yl-Jo9PAPJSJ4tfMUAIk&foreignService=ritz&gaiaService=wise&shareService=ritz&subapp=10&popupWindowsEnabled=true&shareUiType=default&hl=en&authuser=0&rand=1507288767434,,10/6/2017 16:49,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,230,
INBANL-PC0EAQF5,https://docs.google.com/sharing/init?id=1mT0qwpxLjNIi2lC8VpPZF4-Yl-Jo9PAPJSJ4tfMUAIk&foreignService=ritz&gaiaService=wise&shareService=ritz&subapp=10&popupWindowsEnabled=true&shareUiType=default&hl=en&authuser=0&rand=1507432803069,,10/8/2017 8:50,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,230,
INBANL-PC0EAQF5,https://docs.google.com/sharing/init?id=1vycYW7wIqgAVtkPBWCoi1nugtusr3YbqUo08jWEY8FE&foreignService=ritz&gaiaService=wise&shareService=ritz&subapp=10&popupWindowsEnabled=true&shareUiType=default&hl=en&authuser=0&rand=1507089923542,,10/4/2017 9:35,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,230,
INBANL-PC0EAQF5,https://docs.google.com/spreadsheets/d/1mT0qwpxLjNIi2lC8VpPZF4-Yl-Jo9PAPJSJ4tfMUAIk/edit,,10/6/2017 16:49,2860,,,Internet Explorer 10/11 / Edge,dharanidharanss,,88,
INBANL-PC0EAQF5,https://docs.google.com/spreadsheets/d/1mT0qwpxLjNIi2lC8VpPZF4-Yl-Jo9PAPJSJ4tfMUAIk/edit?usp=sharing,,10/6/2017 16:49,20,,,Internet Explorer 10/11 / Edge,dharanidharanss,,100,
INBANL-PC0EAQF5,https://docs.google.com/spreadsheets/d/1mT0qwpxLjNIi2lC8VpPZF4-Yl-Jo9PAPJSJ4tfMUAIk/edit?usp=sharing,,10/8/2017 8:49,2,,,Internet Explorer 10/11 / Edge,dharanidharanss,,100,
INBANL-PC0EAQF5,https://docs.google.com/spreadsheets/d/1vycYW7wIqgAVtkPBWCoi1nugtusr3YbqUo08jWEY8FE/edit,,10/4/2017 9:43,397,,,Internet Explorer 10/11 / Edge,dharanidharanss,,88,
INBANL-PC0EAQF5,https://docs.google.com/spreadsheets/d/1vycYW7wIqgAVtkPBWCoi1nugtusr3YbqUo08jWEY8FE/edit,,10/4/2017 9:35,5,,,Internet Explorer 10/11 / Edge,dharanidharanss,,88,
INBANL-PC0EAQF5,https://drive.google.com/drive/folders/0B7dCBKJB-7qJMEx4T2Z3RWNGaFU,,10/10/2017 9:26,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,67,
INBANL-PC0EAQF5,https://drive.google.com/drive/folders/0B7dCBKJB-7qJMEx4T2Z3RWNGaFU,,10/10/2017 9:26,311,,,Internet Explorer 10/11 / Edge,dharanidharanss,,67,
INBANL-PC0EAQF5,https://drive.google.com/drive/folders/0B7dCBKJB-7qJMEx4T2Z3RWNGaFU?usp=sharing_eip&ts=59dc2b9b,,10/10/2017 9:26,9,,,Internet Explorer 10/11 / Edge,dharanidharanss,,95,
INBANL-PC0EAQF5,https://fs1.logmeincorp.com/adfs/ls/?login_hint=vignesh.balakrishnan%40logmein.com&client-request-id=ee8bec77-7612-4a63-9640-eaa73c22ceb1&username=vignesh.balakrishnan%40logmein.com&wa=wsignin1.0&wtrealm=urn%3afederation%3aMicrosoftOnline&wctx=estsredirect%3d2%26estsrequest%3drQIIAeMSKjPUM9AzMjAzAhKGZoZGhsZazIZ6hlYqKcamlgapKWa6pkZJxromhgZGuompaWm6iYkpRkaWRolJBobJRUJcAuVvut8JlSV7TXN4tdxG6dzGVYySpUV5VpmpJWlW5elW-YmlJRlWRnoGVvn5STsYGS8wMk5iUijLTM9LLc7QS0rMScwuyizOyEvMc8jJT89NzczTS87PvcDEeIuJ398RqNcIROQXZValrmKWyygpKSi20tfPLy3Jyc_P1stPS8tMTjU2MwVp0t_EzAakcvPzbjAzXmBhfMUizcEowCDRJ6Cw9-g5Tg0OA2YrTg4uoMjOAgWGHyyMi1iB7q_farp9uvFMtx7enZGXA70YTrHqWzoWBlalOpWXh0cWW3r5G_pk-FZZRJkX5gQWBpmUZicau7okZUdWBLhn-NpaWhlOYGM8xcYanplnbLSLE7fnAQ2,,10/3/2017 10:19,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,732,
INBANL-PC0EAQF5,https://fs1.logmeincorp.com/adfs/ls/wia?login_hint=vignesh.balakrishnan%40logmein.com&client-request-id=ee8bec77-7612-4a63-9640-eaa73c22ceb1&username=vignesh.balakrishnan%40logmein.com&wa=wsignin1.0&wtrealm=urn%3afederation%3aMicrosoftOnline&wctx=estsredirect%3d2%26estsrequest%3drQIIAeMSKjPUM9AzMjAzAhKGZoZGhsZazIZ6hlYqKcamlgapKWa6pkZJxromhgZGuompaWm6iYkpRkaWRolJBobJRUJcAuVvut8JlSV7TXN4tdxG6dzGVYySpUV5VpmpJWlW5elW-YmlJRlWRnoGVvn5STsYGS8wMk5iUijLTM9LLc7QS0rMScwuyizOyEvMc8jJT89NzczTS87PvcDEeIuJ398RqNcIROQXZValrmKWyygpKSi20tfPLy3Jyc_P1stPS8tMTjU2MwVp0t_EzAakcvPzbjAzXmBhfMUizcEowCDRJ6Cw9-g5Tg0OA2YrTg4uoMjOAgWGHyyMi1iB7q_farp9uvFMtx7enZGXA70YTrHqWzoWBlalOpWXh0cWW3r5G_pk-FZZRJkX5gQWBpmUZicau7okZUdWBLhn-NpaWhlOYGM8xcYanplnbLSLE7fnAQ2,,10/3/2017 10:34,8,,,Internet Explorer 10/11 / Edge,dharanidharanss,,735,
INBANL-PC0EAQF5,https://jira.ops.expertcity.com/login.jsp,,10/10/2017 10:33,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,41,
INBANL-PC0EAQF5,https://jira.ops.expertcity.com/login.jsp?os_destination=%2Fprojects%2FTSD%2Fqueues%2Fcustom%2F28%2FTSD-135653&permissionViolation=true,,10/10/2017 10:33,17,,,Internet Explorer 10/11 / Edge,dharanidharanss,,135,
INBANL-PC0EAQF5,https://jira.ops.expertcity.com/login.jsp?os_destination=%2Fprojects%2FTSD%2Fqueues%2Fcustom%2F28%2FTSD-135653&permissionViolation=true,,10/10/2017 10:33,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,135,
INBANL-PC0EAQF5,https://jira.ops.expertcity.com/projects/TSD/queues/custom/28,,10/10/2017 11:01,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,61,
INBANL-PC0EAQF5,https://jira.ops.expertcity.com/projects/TSD/queues/custom/28/TSD-135653,,10/10/2017 10:32,20,,,Internet Explorer 10/11 / Edge,dharanidharanss,,72,
INBANL-PC0EAQF5,https://jira.ops.expertcity.com/projects/TSD/queues/custom/28/TSD-135653,,10/10/2017 10:33,1,,,Internet Explorer 10/11 / Edge,dharanidharanss,,72,
INBANL-PC0EAQF5,https://jira.ops.expertcity.com/projects/TSD/queues/custom/28/TSD-138002,,10/10/2017 10:34,168,,,Internet Explorer 10/11 / Edge,dharanidharanss,,72,
INBANL-PC0EAQF5,https://login.citrixonline.com/login?service=https%3A%2F%2Fauthentication.citrixonline.com%2Foauth%2Fauthorize%3Fclient_id%3D7dc99d97-1695-428e-bb92-f8a8bd313c4c%26redirect_uri%3Durn%253aietf%253awg%253aoauth%253a2.0%253aoob%26response_type%3Dcode%26state%3D9FF2478A-BE54-4B60-9CD1-F42387AE585F%26login_theme%3Dg2mEndpoint%26locale%3Den&theme=g2mEndpoint,,10/2/2017 19:34,4,,,Internet Explorer 10/11 / Edge,dharanidharanss,,354,
